id,nama,Foto,bahan,cooking_step,kalori,protein
88,Shirataki Tuna,https://img-global.cpcdn.com/recipes/71540b831e1ab3d1/680x482cq70/shirataki-tuna-foto-resep-utama.jpg,200 gram Mie Shirataki--Tuna in Oil (Saya pakai merek King Fisher) - karena lagi diskon--3 siung Bawang Putih--3 buah Cabai Merah Keriting--1 buah Bawang Bombay--secukupnya Garam--Bisa tambah cabai rawit merah biar lebih pedas--,Rebus mie shirataki sebentar kemudian tiriskan--Buka kaleng tuna sedikit saja. Keluarkan minyaknya ke penggorengan. Panaskan minyaknya sampai airnya hilang.--Masukkan bawang putih dan bawang bombay. Masak hingga harum.--Masukkan cabai. Masak sampai layu.--Masukkan tuna. Campurkan sampai rata. Masukkan garam. Aduk kembali.--Setelah tercampur rata. masukkan mie shirataki. Aduk sampai merata.--Sajikan.--,545,107
89,Tumis sarden banten + tahu,https://img-global.cpcdn.com/recipes/50781e03a13696b3/1200x630cq70/photo.jpg,1 kaleng sarden banten--2 tahu potong dadu--1 siung bawang putih--3 siung bawang merah--2 buah tomat kecil hijau--4 buah cabe rawit (klo yg skanya pedes iya tambahin lgi cabenya)--Penyedap rasa--,Cuci bahan: bawang. cabe. tomat. kemudian iris.--Setelah itu goreng tahu hingga sedikit berkulit dan jngan terlalu garing--Tumis bahan no. 1 hingga harum--Kemudian masuk'n kuah sarden aduk dengan tumisan td. tambah sedikit air--Setelah itu masukkan tahu aduk dan kemudian masuk'n ikan sardennya aduk dan jngan lupa tambahkan masako aduk kembali tunggu beberapa menit.--Makanan siap di sajikan😊--,310,36
90,Tenggiri Rica Rica,https://img-global.cpcdn.com/recipes/70da5d1335681554/680x482cq70/tenggiri-rica-rica-foto-resep-utama.jpg,1/2 kg ikan tenggiri--Bumbu yg dihaluskan--10 bawang merah--4 bawang putih--15 cabai kriting--10 cabai rawit (kalo suka pedas bisa ditambah)--5 cabai merah besar (kalo tidak ada boleh tambahin cabe kritingnya)--3 lembar daun jeruk--2 lembar daun salam--2 batang serai (geprek)--1 buah jeruk nipis (diperas)--Air (50ml)--,Bumbui ikan dengan bumbu ikan lalu goreng. matang dan tiriskan (jika memakai ayam. rebus ayam. matang. bumbu dengan lada dan garam. lalu goreng menguning angkat)--Tumis semua bumbu yg sudah diulek atau diblender. dan masukkan daun jeruk. salam. dan serai. sudah wangi dan matang semua bumbu. masukkan air dan perasan Jeruk nipis--Koreksi rasa. dan selamat mencoba mommy2 😍😍😍--,446,42
91,Bandeng Cabe Ijo,https://img-global.cpcdn.com/recipes/f5b1b3962033afe3/1200x630cq70/photo.jpg,1/2 kg ikan bandeng. bersihkan--3 buah tomat hijau. potong2 (saya skip)--10 cabe rawit ijo. potong2--5 cabe ijo besar. potong2--3 cabe ijo keriting. potong2--100 ml air--Garam gula lada--bumbu halus :--8 bawang merah--3 bawang putih--3 butir kemiri--1 cm jahe--,Bersihkan ikan bandeng. potong2. Goreng & sisihkan--Tumis bumbu halus. kemudian tambahi air.--Masukan ikan goreng & trio cabe + tomat hijau. Bumbui garam gula lada. Aduk rata. Tes rasa--Hidangkan dengan nasi putih panas..--,550,12
92,Acar Gurame Pedas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoIiJQTbg9T-RrkogY1A5ERi72T02O5HI3RJki5zZLawWNmT21Q2a7qx9vtdA6RwZl3z4&usqp=CAU,4 ekor gurame ukuran sedang. kerat2--1 buah jipang. potong korek api--2 buah wortel..potong korek api--10 siung bawang merah. potong jd 2--Sepotong jeruk nipis--Mix cabe. rawit. hijau. merah. potong jd 2(sesuai selera)--Bumbu halus :--7 bawang putih--1 ruas jahe--2 ruas Kunyit--7 butir kemiri utuh--1/2 sdt merica--Bumbu pelengkap--2 batang serai. memarkan--2 sdm cuka makan--1 1/2 sdm gula pasir--1 sdm garam. (peres)--1 sdt kaldu jamur--Bumbu goreng ikan : 1 siung bawang putih. seruas kunyit. 1 sdt garam--,Bersihkan ikan. buang insang dan kotoran lalu kerat2. lumuri dengan jeruk nipis. Diamkan 5 menit. siapkan bumbu halus perendam ikan. beri 2 sendok air.--Cuci bersih ikan. lumuri bumbu perendam sampai rata. Sembari menunggu kita panaskan minyak goreng. goreng kering--Kupas dan potong korek api wortel dan jipang. beri sedikit garam kemudian remas2. cuci bersih dan tiriskan--Ulek bumbu halus. panaskan minyak. tumis bumbu halus dengan serai.--Setelah matang tambahkan air sedikit. masukkan cabai tambahkan merica. gula. garam. kaldu jamur dan cuka. Tunggu hingga mendidih cek rasa. biasanya kalau kuahnya mengering nanti asin sendiri jd takaran garam jgn terlalu bnyk. Masukkan ikan. taburi sayur diatasnya lalu tutup dan madak dg api kecil.--Tunggu 3 mnit. balik ikan agar meresap di semua sisi. masukkan potongan bawang merah. tungu 5 menit lg sampai sayuran mulai layu dan kuah menyusut. Koreksi rasa sesuai selera. Siap disajikan.--,465,41
93,Sup Patin Gurih,https://img-global.cpcdn.com/recipes/01713428f4f447c0/680x482cq70/sup-patin-gurih-foto-resep-utama.jpg,1/2 kg ikan patin--2 cm jahe. memarkan--3 buah tomat--1 ltr air--1 sdm kecap ikan--1 sdm air jeruk nipis--Cabe rawit utuh--Garam gula--bumbu halus :--3 cabe merah besar--8 bawang merah--3 bawang putih--,Cuci bersih ikan. potong2. Sisihkan--Tumis bumbu halus. Masukan jahe + air. didihkan--Masukan ikan. biarkan matang. Tambahkan kecap ikan + tomat + cabe rawit--Bumbui garam-gula-lada. Aduk rata. Tuangi air jeruk nipis--Didihkan sekali lagi. Tes rasa.--Angkat & segera hidangkan..--,530,46
94,Tumis ikan kembung,https://img-global.cpcdn.com/recipes/71122d79415b36f3/680x482cq70/tumis-ikan-kembung-simple-foto-resep-utama.jpg,1/2 kg ikan kembung dipotong--1/2 sachet saos tiram--2 biji bawang putih--1/4 bawang bombay--1/2 cabe merah--1 cabe hijau gendot--secukupnya penyedap rasa--,Goreng bumbu sampai baunya harum--Masukan ikan dan kasih sedikit air--Masukan saos tiram.penyedap rasa--Masak dengan api kecil dan biarkan sampai bumbu meresap ke ikannya--Angkat dan sajikan.mudah bukan?--,390,60
95,Somay ikan tuna,https://img-global.cpcdn.com/recipes/c3a7bdabbe109e7d/680x482cq70/siomay-ikan-tuna-foto-resep-utama.jpg,1/4 ikan tuna--1/4 tepung sagu--100 gram tepung terigu--1 bungkus merica bubuk--1 bungkus penyedap rasa--2 batang daun bawang--4 bawang putih--1 telur--2 labu siam--pelengkap:--1 tahu putih--2 kentang--kol--3 telur rebus--bumbu kacang:--1/4 kacang tanah--4 cabe merah--5 cabe rawit--4 bawang putih--bawang goreng--minyak goreng.gula.garam.penyedap rasa--,"Cuci ikan tuna blender dengan bawang putih beri sedikit air sampai halus--Parut labu siam (pake parutan keju)remas""sampai keluar air campurkan tepung sagu.terigu.merica.telur.penyedap rasa dan ikan tuna yg sudah d blender aduk"" sampai kalis--Siap kan panci rebus air sampai mendidih masukan adonan somay.bentuk sesuai selera tunggu sampai adonan mengapung angkat lakuksn sampai habis--Goreng kacang tanah.cabe. dan bawang putih halus kan(blender)--Tumis bumbu kacang dengan sedikit minyak aduk""sampai harum dan beri air 2 gelas.beri gula.garam.penyedap rasa tunggu sampai mendidih masukan bawang goreng aduk"" trs koreksi rasa angkat--Siapkan kukusan msukan somay yg sudah d rebus.tahu.telur.kol dan kentang kukus kira"" 20 menit sampai kol dan kentang matang--Tata somay.kentang.tahu.telur.kol.dan bumbu kacang beri perasan jeruk limo selamat mencoba di jamin ga kalah sama somay bandung😀--",160,10
96,Tomyam (jawa) ikan patin,https://img-global.cpcdn.com/recipes/4319d098b010ffa2/680x482cq70/tomyam-jawa-ikan-patin-sederhana-dan-praktis-foto-resep-utama.jpg,1 kg ikan patin potong sesuai selera--10 bh blimbing wuluh potong jd 4--2 bh tomat potong sesuai selera--25 bh cabe rawit (10 dihaluskan 15 diutuhkan)--3 bh cabe merah--6 siung bawang merah--6 siung bawang putih--1 bh jeruk nipis--3 lbr daun jeruk--2 btg serai--1 ruas laos--1 ruas kunyit--1 ruas jahe--5 tangkai daun bawang merah--1 ltr air--secukupnya Garam--secukupnya Gula pasir--,Cuci bersih ikan patin lalu lumuri dgn air jeruk nipis--Haluskan cabe.bawang merah.bawang putih.kunyit.jahe.daun jeruk--Geprek lengkuas.sereh--Rebus air kalau sdh mendidih masukan ikan patin biarkan selama 5 menit agar ikan matang--Masukan bumbu yg sdh dihaluskan.sereh.laos--Masukan tomat.blimbing wuluh.garam.gula pasir.cabe utuh--Koreksi rasa--Biarkan mendidih lalu masukan daun bawang merah trs angkat--Tomyan ikan patin siap dinikmati--Selamat mencoba--,605,50
97,Balado ikan cakalang dan telur,https://img-global.cpcdn.com/recipes/aec01c61196a22d9/680x482cq70/balado-ikan-cakalang-dan-telur-foto-resep-utama.jpg,1/2 kg ikan cakalang (3 ekor)--4 btr telur rebus--1 butir jeruk nipis--Bumbu halus :--8 siung bawang merah--3 siung bawang putih--5 buah cabe merah--10 buah cabe rawit merah (sesuai selera)--1 sdm bubuk cabe (optional)--3 lbr daun jeruk--Secukupnya terasi--Secukupnya gula pasir dan garam--,Bersihkan ikan cakalang. Potong jadi 2 bagian. Lumuri dengan jeruk nipis dan garam lalu goreng. Sisihkan.--Haluskan semua bumbu kecuali daun jeruk.--Panaskan minyak. Tumis bumbu halus dan daun jeruk sampai berbau harum. Tambahkan air kira kira setengah gelas. Aduk sampai air menyusut.--Masukkan telur rebus. tambahkan gula garam. Aduk rata.--Setelah bumbu mengental dan berminyak masukkan ikan cakalang yang sudah digoreng. Koreksi rasa.--,404,25
98,Pempek Tenggiri,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv0d-oQB3Qi0AzjjcweRnJy3HZYvCGNf-BgpSYcr6xYq-CREDivlp8KvLg089crwqN84k&usqp=CAU,120 ml air--5 siung bawang merah dicacah--1 sendok teh garam halus--1 butir telur--1/4 sendok teh gula--2 sendok makan tepung terigu--250 gram tepung sagu/tapioka--Minyak goreng--250 gram daging ikan tenggiri yg sudah dihaluskan--,Campur air dan daging ikan aduk rata.--Masukkan garam. gula pasir. telur. bawang merah aduk rata.--Masukkan tepung terigu Dan tepung sagu aduk sampai semua adonan benar2 menyatu.--Panaskan minyak goreng. bentuk bulat dengan 2 buah sendok langsung masukakn ke dalam minyak panas.--Goreng sampai berwarna kuning kecoklatan.--Sajikan dengan kuah cuka.--Resep kuah cuka ada Di Resep saya sebelumnya; Pempek Palembang Ikan Tenggiri.--,335,25
99,Ikan Kembung Sarden,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv0d-oQB3Qi0AzjjcweRnJy3HZYvCGNf-BgpSYcr6xYq-CREDivlp8KvLg089crwqN84k&usqp=CAU,1/2 kg ikan kembung segar--1 biji tomat--6 siung cabe merah--4 siung bawang merah--2 siung bawang putih--secukupnya Saos. sasa. garam. gula--,Bersihkan ikan. kemudian potong sesuai selera.--Haluskan semua bumbu kasar. Tomat iris saja.--Tumis bumbu yang sudah dihaluskan. masukkan tomat.--Masukkan ikan. tambahkan air hingga ikan tenggelam.--Tambahkan saos. sasa. gula. garam secukupnya.--Tunggu sampai mendidih pertama. cicipi kuah kalau sudah pas. kecilkan api kompor. Tunggu hingga ikan tidak tenggelam lagi.--,310,36
100,Salmon panggang oven dengan bayam dan jagung mashed potatoes,https://img-global.cpcdn.com/recipes/01a9cd7abddfcd93/400x400cq70/photo.jpg,120 gr salmon--1 kentang ukuran sedang--Bayam (secukupnya)--Jagung butir (secukupnya)--100 ml susu putih lowfat--Untuk bumbu :--7 butir bawang putih--2 butir bawang merah--1 cabai--1 sedok teh garam--,Rendam salmon ke dalam air yg dicampur dengan sedikit bawang putih tumbuk dan 1/2 jeruk lemon--Tumbuk semua bahan bumbu. tiriskan. 1/2 bumbu untuk mashed potato dan sisanya untuk salmon--Untuk bayam jagung mashed pototoes: Rebus kentang. jagung dan bayam lalu tiriskan. Lalu ulek sesuai selera mau lembut atau lebih kasar.--Panaskan susu. masukan 1/2 bumbu (tambahkan garam dan sedikit msg kalau lagi engga diet ya :p) lalu campuran mashed potato aduk rata sampai mengental. Tiriskan.--Untuk salmon : Oleskan salmon dengan 1/2 bumbu dan sedikit olive oil lalu bungkus pada aluminum foil. Panggang selama kurang lebih 30 menit 200’c.--Hidangkan salmon dengan mashed potatoes..... Selamat menikmati--,485,43
101,Orek tempe manis pedas super simple,https://img-global.cpcdn.com/recipes/7dcc220d418b2cf0/680x482cq70/orek-tempe-manis-pedas-super-simple-foto-resep-utama.jpg,Tempe (saya beli 3000 saja)--3 buah cabe gendot--3 buah cabe keriting--3 buah cabe rawit merah--2 siung bawang merah--1 siung bawang putih--Kecap--Saus tiram--Saus tomat--Kaldu bubuk--Garam--Gula--,Potong2 tempe sesuai selera lalu goreng sebentar.--Tumis duo bawang dan semua cabe (cabe bisa sesuai selera ya pedesnya suka segimana) sampai harum. Masukkan tempe. kecap. saus tiram. saus tomat. kaldu bubuk. gulgar. dan tambahkan air satu gelas belimbing. Aduk2 dan tutup wajan.--Saat air sudah menyusut dan kuah kecap mengental. Cek rasa. Klo sudah oke. Matikan api. Sajikan. (Klo aku suka airnya sedikit sekali 😋). Selamat mencoba !--,419,31
102,Terik ayam tempe telor,https://img-global.cpcdn.com/recipes/329d3523ee942c39/680x482cq70/terik-ayam-tempe-telor-foto-resep-utama.jpg,4 sayap ayam--4 buah telor--1/2 papan tempe--Bumbu halus:--5 siung bawang merah--4 siung bawang putih--2 butir kemiri--1/2 sdm ketumbar--secukupnya Garam--Bumbu lain:--2 cm lengkuas--1 lembar daun salam--1 batang sereh--secukupnya Gula jawa--Bawang goreng--Minyak untuk menumis--1 bungkus santan kara--secukupnya Air--5 buah cabe rawit--,Cuci sayap ayam kemudian sisihkan. Rebus telur dan kupas. Sisihkan. Potong tempe sesuai selera. Sisihkan.--Panaskan minyak langsung di dalam panci. Tumis sereh. daun salam. dan lengkuas. Setelah beberapa saat masukkan bumbu halus. Tumis sampai berbau harum. Kemudian masukkan air dan gula jawa dan cabe rawit. Jika air sudah mendidih. masukkan sayap ayam dan telor. Masukkan tempe belakangan. Tunggu beberapa saat sampai ayam empuk (karena pakai sayap ayam. jadi tidak begitu lama). Jika ayam sudah empuk masukkan santan kara. Tunggu beberapa saat. Sesuaikan rasa. Matikan api. dan taburkan bawang goreng.--Terik siap dinikmati dengan nasi hangat dan kerupun 😁--,400,22
103,Penyet Tempe Sambel Korek Kemangi,https://img-global.cpcdn.com/recipes/c3c11bf273933cbc/680x482cq70/tempe-penyet-sambel-korek-kemangi-foto-resep-utama.jpg,2 buah tempe--1 genggam Daun kemangi--15 cabe rawit--2 siung bawang putih--Gula--Garam--,Iris tempe jd beberapa potong. bumbui dg bawang putih dan garam. Goreng sampai kering--Ulek cabe rawit dan 1 siung bawang putih ukuran besar tambah gula garam sesuai selera--Setelah halus tuang minyak goreng panas bekas goreng tempe td--Penyet tempe diatas sambel dan beri daun kemangi--Tempe penyet siap disantap 😋😋😋--,595,47
104,Nugget tempe,https://img-global.cpcdn.com/recipes/daa50f105ad5d324/680x482cq70/nugget-tempe-foto-resep-utama.jpg,1 papan tempe dihaluskan(saya kukus dlu)--1 buah wortel (parut kasar)--2 batang daun bawang (di iris kasar)--1 butir telur--3 butir bawang merah (di iris lalu di goreng)--3 butir bawang putih (di haluskan)--5 sdm tepung terigu--Secukupnya garam.lada & penyedap rasa--secukupnya Tepung panir--secukupnya Minyak goreng--,Campur tempe.wortel.daun bawang & bumbu yg sudah dihaluskan.beri garam.lada & penyedap rasa.tes rasa lalu masukkan telur--Bentuk adonan sesuai selera lalu gulingkan di tepung panir--Goreng hingga matang--Sajikan dengan saos sambal--,419,31
105,Tempe tepung sajiku,https://img-global.cpcdn.com/recipes/54389ab4e164aac2/680x482cq70/tempe-tepung-sajiku-foto-resep-utama.jpg,1 potong tempe 3000--1 bngkus sajiku tepung serbaguna--secukupnya Air--Minyak untuk manggoreng--,Potong tempe tipis2--Tuang tepung lalu beri air secukupnya--Panaskan minyak tunggu sampai panas--Masukan satu persatu--Tempe kedalam tepung sampai adonan habis--Angkat tiriskan dan sajikan dengan cabe rawit--,590,24
106,Patty Tempe,https://img-global.cpcdn.com/recipes/ec20b57e12ef781f/680x482cq70/patty-tempe-foto-resep-utama.jpg,250 gram tempe. kukus. haluskan--150 gram daging sapi/ ayam (sy: 200 gr daging sapi)--5 sdm tepung panir (sy: tepung kobe putih)--2 butir telur--1 buah bawang bombay ukuran sedang. potong kotak kecil--4 siung bawang putih. memarkan lalu cincang--1/4 sdt merica bubuk--1/2 sdt garam--,Ini tepung kobe putih yg sy pakai.--Campur semua bahan dalam wadah.--Ulen hingga semua tercampur rata. Adonan menjadi padat. Tes rasa.--Bentuk bulat lalu pipihkan. Timbang per adonan bila perlu.--Siapkan teflon. beri 2 sdm minyak goreng. panaskan. Masukkan adonan. Masak hingga bagian bawah adonan kecoklatan. lalu balik. masak kembali hingga kecoklatan. Angkat. dinginkan. siap untuk isian burger. Atau mau dimakan gitu aja di cocol saus sambal jg enakkk.--Bila akan di simpan di freezer. sebaiknya panggang di teflon setengah matang. biarkan dingin. lalu masukkan dalam wadah tertutup atau plastik. (sengaja sy simpan 1 buah selama 2 minggu. setelah di goreng ttp oke rasanya).--Selamat Mencoba 😃--,177,15
107,Orek tempe basah bumbu ulek,https://img-global.cpcdn.com/recipes/66e3da74d6cae09d/680x482cq70/orek-tempe-basah-bumbu-ulek-recook-foto-resep-utama.jpg,1 papan tempe. potong sesuai selera (sy 1/2 papan tempe+4 tahu)--3 cabe ijo. iris (sy lombok merah utuh)--Secukupnya kecap manis--Secukupnya gula. garam. penyedap (sy garam aja)--Secukupnya air--Bumbu halus:--5 butir bawang merah--2 siung bawang putih--1/2 buah tomat--3 cabe merah keriting/cabe rawit (sy skip)--2 butir kemiri--1/4 sdt ketumbar--,Goreng tempe setengah matang. angkat. tiriskan dan sisihkan.--Panaskan secukupnya minyak. tumis bumbu sampai layu dan harum. Tambahkan air. biarkan mendidih. Tambahkan kecap. lombok dan garam. aduk rata. Tambahkan tempe. aduk rata. Koreksi rasa. Angkat.--Siap disajikan.--,419,31
108,Perkedel Tempe,https://img-global.cpcdn.com/recipes/53a861362a6e8d85/680x482cq70/perkedel-tempe-foto-resep-utama.jpg,1/2 potong papan tempe (haluskan dgn sedikit air)--bumbu halus: ulek kasar--6 siung bawang merah--2 siung bawang putih--2 cabai rawit--1 sdt ketumbar bubuk--secukupnya garam. ebi--1/2 bungkus tepung racik bakwan--,Campurkan adonan tempe basah dengan bumbu halus. aduk rata--Panaskan wajan dgn minyak. tuang adonan per 1 sendok makan sampai adonan habis--Goreng adonan sampai berwarna kekuningan--,262,5
109,Perkedel Tempe,https://img-global.cpcdn.com/recipes/8c99b06df66c6284/680x482cq70/perkedel-tempe-foto-resep-utama.jpg,300 g tempe--1 butir telur. kocok lepas--1 btg daun bawang. iris2--1 sdt seledri. iris halus--Secukupnya gula. garam. lada bubuk--Bumbu yg digoreng/ditumis & dihaluskan:--3 siung bawang putih--4 buah bawang merah--,Potong2 tempe. dan kukus selama 25 menit.--Haluskan tempe dan masukkan semua bumbu. aduk rata.--Bentuk tempe sesuai selera. Saya pakai sendok sayur untuk mencetaknya.--Selanjutnya goreng diapi sedang sampai kekuningan.--,262,5
110,Nugget Tempe Simple,https://img-global.cpcdn.com/recipes/c353d13aa9512465/680x482cq70/nugget-tempe-simple-foto-resep-utama.jpg,1 papan tempe--1 buah wortel--1 butir telur (kocok lepas)--5 siung bawang merah--2 siung bawang putih--2 batang daun bawang--1 sdt garam--Secukupnya: tepung terigu. merica. tepung roti & kaldu bubuk--,Haluskan bawang merah. bawang putih. merica. garam & kaldu bubuk. Tambahkan tempe. uleg sampai lembut--Potong2 daun bawang & parut wortel menggunakan parutan keju. siapkan baskom--Masukkan semua bahan dalam baskom kecuali telur & tepung roti. Tambahkan air & terigu. aduk rata. Masukkan dalam loyang & kukus selama 30 menit--Angkat. setelah dingin potong2 sesuai selera. celupkan dalam telur & gulingkan dalam tepung roti. simpan dalam freezer 30 menit. Lalu goreng. 🍱--,419,31
111,Sarden ikan pindang tempe pedas adam manis,https://img-global.cpcdn.com/recipes/03219e0756e7402b/680x482cq70/sarden-ikan-pindang-tempe-pedas-adam-manis-foto-resep-utama.jpg,2 ikan pindang ukuran sedang/besar--1 papan tempe kecil iris serong--2 buah cabe keriting--6 cabe rawit--2 siung bawang putih iris--4 siung bawang merah iris--1 sachet saos pedas (saya merk ABC)--1 sdm saos tomat--2 sdt garam (sesuai selera)--1 sdm gula--2 tangkai daun bawang--1 ruas jahe--1 ruas lengkuas--1 lembar daun salam--1 buah tomat--,Goreng ikan pindang yg sudah diberaihkan durinya dan tempe. Lalu sisihkan--Tumis irisan baput. bamer.cabe. tomat hingga agak layu--Tambahkan air hingga hampir mendidih tambahkan saos tomat.saos pedas.gula.garam--Masukkan tempe dan ikan oindang yg sudah digoreng sebelumnya.--Tes rasa dan tunggu hingga dirasa sudah cukup. Lalu sajikan--,605,45
112,Tempe Isi,https://img-global.cpcdn.com/recipes/a9259f65dd017550/680x482cq70/tempe-isi-kekinian-foto-resep-utama.jpg,1 papan tempe bulat--1/4 tepung terigu--Garam--Gula--Merica--Ketumbar bubuk--Daun bawang--⤵ Isian tempe--5 buah cabe merah--10 buah cabe hijau--3 buah bawang merah--2 buah bawang putih--,Potong tempe lalu buat lubang di tengah untuk isiannya--Ulek cabe.bawang sampai kasar atau halus sesuai selera--Siapkan tepung.merica.daun bawang diiris. garam dan aduk sampai rata. Lalu beri air secukupnya--Masukan hasil ulekan bawang dan cabe kedalam tempe yang sudah dilubangi.--Masukan tempe kedalam adonan terigu.--Panaskan minyak lalu goreng tempe sampai kecoklatan. Lalu tiriskan. tempe pun siap disajikan bersama nasi hangat atau jadi cemilan.--,361,21
113,Sayur Lodeh Tempe Semangit (Bumbu Ulek),https://img-global.cpcdn.com/recipes/6a6c70b88c85f2f4/400x400cq70/photo.jpg,1 buah labu siam. potong tipis--1 buah terong ungu. potong kecil--1 ikat kacang panjang. potong-potong--1 papan tempe semangit. potong kasar--1 bungkus santan kara cair--3 lembar daun salam--1 ruas lengkuas. geprek--1.5 sdm ebi. seduh. tiriskan--2 buah gula jawa. sisir halus--Sesuai selera garam dan gula--Bumbu Halus:--5 siung bawang merah--2 siung bawang putih--3 buah cabe merah--,Tumis ebi hingga setengah kering. Masukkan bumbu halus. Tumis hingga harum. Tambahkan daun salam dan lengkuas.--Masukkan air sesuai selera. Tambahkan santan cair. Masukkan gula jawa. garam. dan gula pasir. Aduk rata.--Setelah setengah mendidih masukkan kacang panjang dan labu siam. Setelah setengah empuk. masukkan terong dan tempe semangit. Biarkan hingga mendidih.--Matikan api setelah didapat kematangan yg diinginkan. Jangan lupa koreksi rasa. Sajikan dengan nasi hangat. sambal terasi. dan empal daging.--,382,6
114,Tempe mendoan,https://img-global.cpcdn.com/recipes/5f498f4db2d2689e/680x482cq70/tempe-mendoan-foto-resep-utama.jpg,8 ptg tempe mendoan--10 sdm Tepung terigu -+--3 Bawang putih--sndk teh Merica stg--sndk teh Ketumbar stng--Garam sckupnya--2 batang Daun bawang--Air kira2--,Campurkan tepung terigu dengan air--Masukkan daun bawang iris--Masukkan bawang putih yang dihaluskan. merica bubuk. garam. ketumbar bubuk--Goreng setengah matang.--,320,17
115,Bacem tempe mentega,https://img-global.cpcdn.com/recipes/56650e34356b3790/680x482cq70/bacem-tempe-mentega-foto-resep-utama.jpg,2 buah tempe ukuran sedang--Bumbu bumbu:--4 butir bawang merah--4 siung bawang putih--Sedikit ketumbar--2 Biji gula jawa--2 sm mentega--3 sm kecap manis sedang--sesuai selera Penyedap rasa--secukupnya Garam--2 lbr daun salam--1 cm laos--600 ml air--,Tempe di potong sesuai selera--Haluskan Bawang merah. bawang putih dan ketumbar.--Siapkan wajan. taruh tempe yang sudah dipotong. bumbu halus. gula Jawa. kecap. garam. penyedap rasa. daun salam dan lengkuas. tambahkan air. kemudian tutup dan rebus dengan api sedang--Setelah air rebusan tinggal separo. dibolak balik agar bumbu merata dan koreksi rasa.--Setelah air hampir habis masukkan mentega. sambil di bolak balik agar bumbu merata dan tidak gosong--Setelah air habis. matikan kompor--Bacem tempe siap di sajikan--Selamat mencoba dan terima kasih.--,488,22
116,Sayur tempe,https://img-global.cpcdn.com/recipes/cc5a069f19aed551/680x482cq70/sayur-kari-tahu-tempe-foto-resep-utama.jpg,1/4 tempe dari 1 papan--5 buah tahu--2 keris pete--3 buah wortel ukuran sedang--800 ml Santan--Bumbu:--4 bawang merah--3 bawang putih--3 cm kunyit--2 cm jahe--2 butir kemiri--1/2 sdt ketumbar--1 sdm garam--secukupnya Gula--Penyedap rasa saya pakai royco ayam--Bumbu pelengkap:--3 cm laja--2 lbr daun salam--3 lbr daun jeruk--Minyak untuk menumis bumbu--,Tempe potong kotak. goreng--Tahu potong serong. goreng--Kupas pete jangan dibelah--Kupas wortel. cuci lalu potong dadu kecil--Siapkan bumbu. cuci lalu haluskan kecuali laja. daun salam dan daun jeruk. Laja geprek aja.--Tumis bumbu sampai layu. masukan geprekan laja. daun salam dan daun jeruk. Beri sedikit air supaya meresap--Masukan santan. biarkan sampai mendidih.--Masukan pete. wortel. tempe dan tahu.--Masukan gula. penyedap. Aduk2. tes rasa--Masak sekitar 10 menit.--,464,17
117,Tempe goreng segitiga,https://img-global.cpcdn.com/recipes/5a3c8d3963b72156/680x482cq70/tempe-goreng-segitiga-foto-resep-utama.jpg,Tempe secukupnya lalu potong bentuk segitiga--1 sdm tepung ayam (merk apa saja)--1 sdt baking powder--Bumbu halus--3 siung bawang merah--4 siung bawang putih--Sedikit kemiri--iris Daun bawang--Sedikit kunyit bubuk--Secukupnya garam dan penyedap rasa--,Campur bumbu halus dengan air. tepung terigu. tepung ayam. baking powder dan kunyit bubuk. aduk sampai rata--Beri secukupnya garam.penyedap rasa dan irisan daun bawang. Untuk adonan tidak terlalu encer yaa--Panas kan minyak. lalu goreng hingga berwarna kecoklatan--Sajikan dengan saus sambal😊--,361,21
118,Tempe Goreng Tepung,https://img-global.cpcdn.com/recipes/37b80c581865337e/680x482cq70/tempe-goreng-tepung-renyah-bikinramadanberkesan-day2-pekanins-foto-resep-utama.jpg,1/4 Tempe--Terigu--Ketumbar Bubuk--Garam--Masako Ayam--1 lembar Daun Bawang--,Potong - potong tempe dahulu dan daun bawang.--Siapkan adonan. masukan terigu. garam secukupnya. ketumbar bubuk secukupnya. dan masako. Beri air sedikit aduk rata. (kalo aku ga begitu kental adonannya jd aga cair dikit)--Siapkan minyak yang sudah panas dengan api kecil. masukan tempe keadonan. dan goreng tempe hingga matang (tdk terlalu gosong dan tdk terlalu setengah matang)--Tempe goreng tepung siap untuk cemilan atau dibuat lauk👌--,361,21
119,Tumis Tempe Jamur,https://img-global.cpcdn.com/recipes/84f6df7e5abee2d4/680x482cq70/tumis-tempe-jamur-kancing-foto-resep-utama.jpg,Secukupnya tempe. potong dadu--Secukupnya jamur kuping. iris iris--Secukupnya jamur enoki--4 bh cabai rawit--2 bh cabai merah--1/2 bh tomat hijau--,Cincang bawang putih dan bawang merah. iris tipis2 cabai. sisihkan--Cuci bersih jamur. lalu potong2 sesuai selera. sisihkan--Potong dadu tempe. atau sesuai selera ya--Tumis bawang sampai harum. setelah itu masukkan cabai aduk2 hingga layu kemudian masukan tomat dan air secukupnya--Masukkan jamur dan tempe aduk hingga matang dan beri kecap secukupnya.--Tunggu hingga beberapa menit kemudian sajikan😊--,513,23
